row_id,order_date,ship_date,ship_mode,customer_name,segment,city,state,region,category,sub_category,sales,quantity,discount,profit,year,shipping_days,ship_status
4090,2016-04-01,2016-04-05,Standard Class,Thomas Boland,Corporate,New York City,New York,East,Office Supplies,Labels,20.7,2,0.0,9.936,2016,4,Standard delivery
4091,2016-04-01,2016-04-05,Standard Class,Thomas Boland,Corporate,New York City,New York,East,Office Supplies,Supplies,10.95,3,0.0,3.285,2016,4,Standard delivery
4092,2016-04-01,2016-04-05,Standard Class,Thomas Boland,Corporate,New York City,New York,East,Office Supplies,Binders,14.352,3,0.2,4.6644,2016,4,Standard delivery
4093,2017-05-16,2017-05-18,First Class,John Murray,Consumer,Akron,Ohio,East,Office Supplies,Storage,221.024,2,0.2,-55.256,2017,2,Fast delivery
4094,2015-08-24,2015-08-28,Standard Class,Katrina Willman,Consumer,Florence,Kentucky,South,Technology,Machines,3080.0,7,0.0,1416.8,2015,4,Standard delivery
4095,2015-08-24,2015-08-28,Standard Class,Katrina Willman,Consumer,Florence,Kentucky,South,Technology,Accessories,79.96,4,0.0,18.3908,2015,4,Standard delivery
4096,2015-08-24,2015-08-28,Standard Class,Katrina Willman,Consumer,Florence,Kentucky,South,Technology,Phones,587.97,3,0.0,170.5113,2015,4,Standard delivery
4097,2014-09-23,2014-09-28,Standard Class,Sanjit Chand,Consumer,Minneapolis,Minnesota,Central,Office Supplies,Paper,32.4,5,0.0,15.552,2014,5,Standard delivery
4098,2014-09-23,2014-09-28,Standard Class,Sanjit Chand,Consumer,Minneapolis,Minnesota,Central,Office Supplies,Storage,404.9,5,0.0,16.196,2014,5,Standard delivery
4099,2014-09-23,2014-09-28,Standard Class,Sanjit Chand,Consumer,Minneapolis,Minnesota,Central,Office Supplies,Binders,9449.95,5,0.0,4630.4755,2014,5,Standard delivery
4100,2014-09-23,2014-09-28,Standard Class,Sanjit Chand,Consumer,Minneapolis,Minnesota,Central,Office Supplies,Binders,12.94,2,0.0,6.47,2014,5,Standard delivery
4101,2017-06-19,2017-06-23,Standard Class,Zuschuss Carroll,Consumer,Houston,Texas,Central,Office Supplies,Appliances,2.264,1,0.8,-5.2072,2017,4,Standard delivery
4102,2017-06-19,2017-06-23,Standard Class,Zuschuss Carroll,Consumer,Houston,Texas,Central,Office Supplies,Appliances,0.444,1,0.8,-1.11,2017,4,Standard delivery
4103,2017-06-19,2017-06-23,Standard Class,Zuschuss Carroll,Consumer,Houston,Texas,Central,Office Supplies,Paper,146.176,8,0.2,47.5072,2017,4,Standard delivery
4104,2017-12-21,2017-12-21,Same Day,Rick Bensley,Home Office,Fremont,Nebraska,Central,Furniture,Furnishings,15.92,2,0.0,7.0048,2017,0,Fast delivery
4105,2017-08-07,2017-08-13,Standard Class,Jay Kimmel,Consumer,San Diego,California,West,Technology,Phones,159.96,5,0.2,17.9955,2017,6,Standard delivery
4106,2017-08-07,2017-08-13,Standard Class,Jay Kimmel,Consumer,San Diego,California,West,Office Supplies,Binders,13.76,2,0.2,4.644,2017,6,Standard delivery
4107,2016-08-22,2016-08-26,Standard Class,Dorothy Dickinson,Consumer,Houston,Texas,Central,Office Supplies,Binders,4.312,2,0.8,-6.8992,2016,4,Standard delivery
4108,2015-09-07,2015-09-07,Same Day,Marc Crier,Consumer,New York City,New York,East,Office Supplies,Storage,13.96,2,0.0,0.2792,2015,0,Fast delivery
4109,2015-09-07,2015-09-07,Same Day,Marc Crier,Consumer,New York City,New York,East,Furniture,Tables,27.414,3,0.4,-14.1639,2015,0,Fast delivery
4110,2015-12-25,2016-01-01,Standard Class,Dionis Lloyd,Corporate,Detroit,Michigan,Central,Technology,Phones,73.98,2,0.0,19.9746,2015,7,Delayed delivery
4111,2015-12-25,2016-01-01,Standard Class,Dionis Lloyd,Corporate,Detroit,Michigan,Central,Furniture,Bookcases,160.98,1,0.0,20.9274,2015,7,Delayed delivery
4112,2015-12-25,2016-01-01,Standard Class,Dionis Lloyd,Corporate,Detroit,Michigan,Central,Office Supplies,Paper,17.34,3,0.0,8.4966,2015,7,Delayed delivery
4113,2015-12-25,2016-01-01,Standard Class,Dionis Lloyd,Corporate,Detroit,Michigan,Central,Office Supplies,Art,3.28,1,0.0,0.9512,2015,7,Delayed delivery
4114,2015-05-02,2015-05-07,Standard Class,Noah Childs,Corporate,Houston,Texas,Central,Office Supplies,Labels,8.856,3,0.2,2.9889,2015,5,Standard delivery
4115,2015-05-02,2015-05-07,Standard Class,Noah Childs,Corporate,Houston,Texas,Central,Technology,Phones,158.376,3,0.2,13.8579,2015,5,Standard delivery
4116,2016-11-24,2016-11-27,First Class,Amy Cox,Consumer,Seattle,Washington,West,Office Supplies,Binders,1219.96,5,0.2,381.2375,2016,3,Standard delivery
4117,2015-11-24,2015-11-29,Standard Class,Toby Swindell,Consumer,Los Angeles,California,West,Office Supplies,Binders,3.168,2,0.2,0.99,2015,5,Standard delivery
4118,2015-11-24,2015-11-29,Standard Class,Toby Swindell,Consumer,Los Angeles,California,West,Office Supplies,Paper,19.44,3,0.0,9.3312,2015,5,Standard delivery
4119,2015-11-24,2015-11-29,Standard Class,Toby Swindell,Consumer,Los Angeles,California,West,Office Supplies,Storage,454.86,7,0.0,54.5832,2015,5,Standard delivery
4120,2015-11-24,2015-11-29,Standard Class,Toby Swindell,Consumer,Los Angeles,California,West,Office Supplies,Binders,91.392,8,0.2,29.7024,2015,5,Standard delivery
4121,2017-09-04,2017-09-10,Standard Class,Michael Moore,Consumer,Philadelphia,Pennsylvania,East,Technology,Accessories,19.04,4,0.2,-1.428,2017,6,Standard delivery
4122,2017-05-11,2017-05-12,Same Day,Liz Pelletier,Consumer,Seattle,Washington,West,Office Supplies,Paper,37.44,6,0.0,16.848,2017,1,Fast delivery
4123,2017-05-11,2017-05-12,Same Day,Liz Pelletier,Consumer,Seattle,Washington,West,Office Supplies,Labels,37.59,3,0.0,17.6673,2017,1,Fast delivery
4124,2017-05-11,2017-05-12,Same Day,Liz Pelletier,Consumer,Seattle,Washington,West,Office Supplies,Binders,26.032,2,0.2,9.4366,2017,1,Fast delivery
4125,2014-05-11,2014-05-18,Standard Class,Brooke Gillingham,Corporate,Watertown,New York,East,Office Supplies,Appliances,35.91,3,0.0,9.6957,2014,7,Delayed delivery
4126,2017-07-27,2017-07-31,Second Class,Mike Gockenbach,Consumer,Jacksonville,Florida,South,Furniture,Furnishings,91.032,3,0.2,-2.2758,2017,4,Standard delivery
4127,2017-05-06,2017-05-09,First Class,Gary Zandusky,Consumer,Arlington,Virginia,South,Office Supplies,Art,54.66,6,0.0,18.0378,2017,3,Standard delivery
4128,2014-09-19,2014-09-24,Standard Class,John Lee,Consumer,Charlotte,North Carolina,South,Office Supplies,Storage,67.344,6,0.2,7.5762,2014,5,Standard delivery
4129,2014-09-19,2014-09-24,Standard Class,John Lee,Consumer,Charlotte,North Carolina,South,Technology,Machines,2624.985,3,0.5,-944.9946,2014,5,Standard delivery
4130,2015-03-29,2015-04-04,Standard Class,Denny Ordway,Consumer,Seattle,Washington,West,Office Supplies,Appliances,73.28,4,0.0,21.2512,2015,6,Standard delivery
4131,2014-11-18,2014-11-25,Standard Class,Ann Blume,Corporate,Chicago,Illinois,Central,Office Supplies,Binders,14.48,5,0.8,-23.892,2014,7,Delayed delivery
4132,2015-07-02,2015-07-09,Standard Class,Karl Braun,Consumer,Hollywood,Florida,South,Office Supplies,Paper,11.952,3,0.2,4.0338,2015,7,Delayed delivery
4133,2015-07-02,2015-07-09,Standard Class,Karl Braun,Consumer,Hollywood,Florida,South,Office Supplies,Paper,15.552,3,0.2,5.6376,2015,7,Delayed delivery
4134,2014-09-08,2014-09-13,Standard Class,Ted Trevino,Consumer,Chesapeake,Virginia,South,Office Supplies,Fasteners,45.0,9,0.0,21.6,2014,5,Standard delivery
4135,2014-09-08,2014-09-13,Standard Class,Ted Trevino,Consumer,Chesapeake,Virginia,South,Technology,Machines,209.97,3,0.0,90.2871,2014,5,Standard delivery
4136,2017-10-02,2017-10-08,Standard Class,Paul Van Hugh,Home Office,Los Angeles,California,West,Office Supplies,Binders,112.12,5,0.2,42.045,2017,6,Standard delivery
4137,2017-10-02,2017-10-08,Standard Class,Paul Van Hugh,Home Office,Los Angeles,California,West,Office Supplies,Storage,1575.14,7,0.0,204.7682,2017,6,Standard delivery
4138,2017-11-19,2017-11-23,Standard Class,Dorothy Dickinson,Consumer,Alexandria,Virginia,South,Office Supplies,Fasteners,25.06,7,0.0,12.53,2017,4,Standard delivery
4139,2016-12-30,2017-01-01,First Class,Keith Dawkins,Corporate,Deer Park,Texas,Central,Office Supplies,Binders,6.924,6,0.8,-10.386,2016,2,Fast delivery
4140,2017-12-01,2017-12-04,First Class,Ralph Arnett,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Storage,37.392,3,0.2,2.337,2017,3,Standard delivery
4141,2017-12-01,2017-12-04,First Class,Ralph Arnett,Consumer,Philadelphia,Pennsylvania,East,Furniture,Furnishings,79.12,5,0.2,13.846,2017,3,Standard delivery
4142,2016-06-13,2016-06-17,Standard Class,Sonia Sunley,Consumer,Wichita,Kansas,Central,Office Supplies,Labels,18.9,3,0.0,8.694,2016,4,Standard delivery
4143,2014-05-19,2014-05-23,Standard Class,John Huston,Consumer,Midland,Michigan,Central,Office Supplies,Binders,57.42,9,0.0,26.4132,2014,4,Standard delivery
4144,2017-01-30,2017-02-06,Standard Class,Eugene Hildebrand,Home Office,San Francisco,California,West,Office Supplies,Art,12.74,7,0.0,5.733,2017,7,Delayed delivery
4145,2017-01-30,2017-02-06,Standard Class,Eugene Hildebrand,Home Office,San Francisco,California,West,Office Supplies,Art,8.82,3,0.0,2.3814,2017,7,Delayed delivery
4146,2017-01-30,2017-02-06,Standard Class,Eugene Hildebrand,Home Office,San Francisco,California,West,Furniture,Chairs,120.784,1,0.2,-13.5882,2017,7,Delayed delivery
4147,2015-11-28,2015-12-04,Standard Class,Tom Prescott,Consumer,Freeport,New York,East,Furniture,Furnishings,322.59,3,0.0,64.518,2015,6,Standard delivery
4148,2017-10-23,2017-10-28,Standard Class,Randy Bradley,Consumer,Austin,Texas,Central,Office Supplies,Binders,9.762,3,0.8,-15.1311,2017,5,Standard delivery
4149,2017-10-23,2017-10-28,Standard Class,Randy Bradley,Consumer,Austin,Texas,Central,Office Supplies,Storage,13.72,1,0.2,1.2005,2017,5,Standard delivery
4150,2017-10-23,2017-10-28,Standard Class,Randy Bradley,Consumer,Austin,Texas,Central,Technology,Accessories,55.2,1,0.2,-2.07,2017,5,Standard delivery
4151,2017-10-23,2017-10-28,Standard Class,Randy Bradley,Consumer,Austin,Texas,Central,Office Supplies,Storage,259.136,4,0.2,-58.3056,2017,5,Standard delivery
4152,2017-09-07,2017-09-11,Standard Class,Cassandra Brandow,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Labels,29.24,5,0.2,9.8685,2017,4,Standard delivery
4153,2017-09-07,2017-09-11,Standard Class,Cassandra Brandow,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Paper,15.552,3,0.2,5.4432,2017,4,Standard delivery
4154,2017-09-07,2017-09-11,Standard Class,Cassandra Brandow,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Envelopes,4.896,3,0.2,1.6524,2017,4,Standard delivery
4155,2016-12-29,2017-01-03,Standard Class,Michael Paige,Corporate,Bristol,Tennessee,South,Office Supplies,Binders,38.088,4,0.7,-27.9312,2016,5,Standard delivery
4156,2016-12-29,2017-01-03,Standard Class,Michael Paige,Corporate,Bristol,Tennessee,South,Office Supplies,Binders,2.808,3,0.7,-1.9656,2016,5,Standard delivery
4157,2015-12-05,2015-12-09,Second Class,Scot Wooten,Consumer,Philadelphia,Pennsylvania,East,Technology,Accessories,47.984,2,0.2,0.5998,2015,4,Standard delivery
4158,2015-12-05,2015-12-09,Second Class,Scot Wooten,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,26.064,6,0.7,-19.9824,2015,4,Standard delivery
4159,2014-11-01,2014-11-08,Standard Class,Suzanne McNair,Corporate,Chicago,Illinois,Central,Office Supplies,Paper,15.696,3,0.2,5.1012,2014,7,Delayed delivery
4160,2016-04-16,2016-04-23,Standard Class,Arthur Prichep,Consumer,Columbus,Georgia,South,Office Supplies,Art,12.84,3,0.0,3.7236,2016,7,Delayed delivery
4161,2017-05-14,2017-05-18,Standard Class,Amy Hunt,Consumer,New York City,New York,East,Technology,Phones,539.97,3,0.0,134.9925,2017,4,Standard delivery
4162,2017-05-14,2017-05-18,Standard Class,Amy Hunt,Consumer,New York City,New York,East,Office Supplies,Storage,22.58,2,0.0,5.8708,2017,4,Standard delivery
4163,2015-03-14,2015-03-18,Standard Class,Emily Phan,Consumer,Dover,New Hampshire,East,Office Supplies,Labels,16.52,4,0.0,7.5992,2015,4,Standard delivery
4164,2015-03-14,2015-03-18,Standard Class,Emily Phan,Consumer,Dover,New Hampshire,East,Office Supplies,Binders,671.94,3,0.0,315.8118,2015,4,Standard delivery
4165,2017-01-14,2017-01-16,First Class,Tracy Poddar,Corporate,Aurora,Colorado,West,Technology,Accessories,169.064,7,0.2,-14.7931,2017,2,Fast delivery
4166,2017-01-14,2017-01-16,First Class,Tracy Poddar,Corporate,Aurora,Colorado,West,Office Supplies,Storage,168.624,9,0.2,14.7546,2017,2,Fast delivery
4167,2015-03-08,2015-03-13,Standard Class,Anthony Rawles,Corporate,Long Beach,New York,East,Office Supplies,Paper,19.44,3,0.0,9.3312,2015,5,Standard delivery
4168,2014-10-11,2014-10-13,First Class,Helen Andreada,Consumer,Pasadena,California,West,Office Supplies,Storage,31.92,4,0.0,8.2992,2014,2,Fast delivery
4169,2014-10-11,2014-10-13,First Class,Helen Andreada,Consumer,Pasadena,California,West,Furniture,Chairs,433.568,2,0.2,-65.0352,2014,2,Fast delivery
4170,2015-04-13,2015-04-14,First Class,Heather Jas,Home Office,Mesa,Arizona,West,Office Supplies,Paper,31.104,6,0.2,10.8864,2015,1,Fast delivery
4171,2015-04-13,2015-04-14,First Class,Heather Jas,Home Office,Mesa,Arizona,West,Office Supplies,Paper,54.816,3,0.2,17.8152,2015,1,Fast delivery
4172,2017-11-16,2017-11-20,Standard Class,Jay Kimmel,Consumer,Fresno,California,West,Office Supplies,Storage,48.86,7,0.0,0.9772,2017,4,Standard delivery
4173,2016-07-01,2016-07-01,Same Day,Jay Fein,Consumer,Columbia,South Carolina,South,Office Supplies,Binders,14.2,2,0.0,6.532,2016,0,Fast delivery
4174,2016-07-01,2016-07-01,Same Day,Jay Fein,Consumer,Columbia,South Carolina,South,Office Supplies,Paper,12.96,2,0.0,6.2208,2016,0,Fast delivery
4175,2016-07-01,2016-07-01,Same Day,Jay Fein,Consumer,Columbia,South Carolina,South,Office Supplies,Binders,58.34,2,0.0,28.0032,2016,0,Fast delivery
4176,2015-11-29,2015-11-30,First Class,Eileen Kiefer,Home Office,Santa Ana,California,West,Office Supplies,Art,56.3,2,0.0,15.764,2015,1,Fast delivery
4177,2014-04-07,2014-04-12,Standard Class,Roland Schwarz,Corporate,Columbia,South Carolina,South,Technology,Phones,629.95,5,0.0,163.787,2014,5,Standard delivery
4178,2014-04-07,2014-04-12,Standard Class,Roland Schwarz,Corporate,Columbia,South Carolina,South,Office Supplies,Paper,122.97,3,0.0,60.2553,2014,5,Standard delivery
4179,2016-06-16,2016-06-18,Second Class,Bill Donatelli,Consumer,Los Angeles,California,West,Office Supplies,Paper,46.35,5,0.0,21.7845,2016,2,Fast delivery
4180,2017-03-06,2017-03-10,Standard Class,Ben Ferrer,Home Office,San Francisco,California,West,Office Supplies,Binders,14.976,9,0.2,5.4288,2017,4,Standard delivery
4181,2017-10-07,2017-10-11,Standard Class,Joe Kamberova,Consumer,Houston,Texas,Central,Office Supplies,Binders,4.24,5,0.8,-6.36,2017,4,Standard delivery
4182,2017-10-06,2017-10-12,Standard Class,Cyra Reiten,Home Office,New York City,New York,East,Technology,Accessories,319.96,4,0.0,115.1856,2017,6,Standard delivery
4183,2017-10-06,2017-10-12,Standard Class,Cyra Reiten,Home Office,New York City,New York,East,Office Supplies,Paper,17.04,3,0.0,7.668,2017,6,Standard delivery
4184,2017-10-06,2017-10-12,Standard Class,Cyra Reiten,Home Office,New York City,New York,East,Office Supplies,Storage,344.91,3,0.0,10.3473,2017,6,Standard delivery
4185,2016-12-05,2016-12-07,First Class,Aleksandra Gannaway,Corporate,Franklin,Massachusetts,East,Furniture,Bookcases,81.94,1,0.0,20.485,2016,2,Fast delivery
4186,2016-10-21,2016-10-22,First Class,Charles McCrossin,Consumer,Baltimore,Maryland,East,Technology,Accessories,98.16,6,0.0,9.816,2016,1,Fast delivery
4187,2017-05-18,2017-05-23,Standard Class,Susan Gilcrest,Corporate,Mcallen,Texas,Central,Office Supplies,Binders,6.874,7,0.8,-10.6547,2017,5,Standard delivery
4188,2017-05-18,2017-05-23,Standard Class,Susan Gilcrest,Corporate,Mcallen,Texas,Central,Office Supplies,Binders,1.996,1,0.8,-3.2934,2017,5,Standard delivery
4189,2017-05-18,2017-05-23,Standard Class,Susan Gilcrest,Corporate,Mcallen,Texas,Central,Office Supplies,Storage,8.928,2,0.2,0.6696,2017,5,Standard delivery
4190,2016-09-26,2016-10-01,Second Class,Charles Sheldon,Corporate,Iowa City,Iowa,Central,Office Supplies,Paper,9.99,1,0.0,4.4955,2016,5,Standard delivery
4191,2017-11-17,2017-11-22,Standard Class,Hunter Lopez,Consumer,Newark,Delaware,East,Technology,Copiers,10499.97,3,0.0,5039.9856,2017,5,Standard delivery
4192,2015-07-08,2015-07-08,Same Day,Darrin Martin,Consumer,Houston,Texas,Central,Office Supplies,Paper,21.12,5,0.2,6.6,2015,0,Fast delivery
4193,2015-11-16,2015-11-20,Standard Class,Heather Kirkland,Corporate,Boise,Idaho,West,Furniture,Tables,696.42,2,0.0,160.1766,2015,4,Standard delivery
4194,2015-11-16,2015-11-20,Standard Class,Heather Kirkland,Corporate,Boise,Idaho,West,Technology,Phones,304.776,3,0.2,22.8582,2015,4,Standard delivery
4195,2015-06-18,2015-06-22,Standard Class,Bruce Geld,Consumer,San Diego,California,West,Office Supplies,Art,51.98,2,0.0,15.0742,2015,4,Standard delivery
4196,2016-04-08,2016-04-14,Standard Class,Clytie Kelty,Consumer,Los Angeles,California,West,Furniture,Furnishings,24.7,5,0.0,10.374,2016,6,Standard delivery
4197,2015-04-18,2015-04-23,Second Class,Roland Fjeld,Consumer,New York City,New York,East,Office Supplies,Labels,21.93,3,0.0,10.3071,2015,5,Standard delivery
4198,2016-12-03,2016-12-08,Standard Class,Caroline Jumper,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Appliances,394.816,4,0.2,93.7688,2016,5,Standard delivery
4199,2016-12-03,2016-12-08,Standard Class,Caroline Jumper,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,18.192,4,0.7,-14.5536,2016,5,Standard delivery
4200,2015-12-10,2015-12-10,Same Day,Matt Abelman,Home Office,New York City,New York,East,Office Supplies,Labels,7.31,1,0.0,3.4357,2015,0,Fast delivery
4201,2015-12-10,2015-12-10,Same Day,Matt Abelman,Home Office,New York City,New York,East,Technology,Copiers,799.984,2,0.2,249.995,2015,0,Fast delivery
4202,2015-12-10,2015-12-10,Same Day,Matt Abelman,Home Office,New York City,New York,East,Office Supplies,Paper,41.28,6,0.0,18.9888,2015,0,Fast delivery
4203,2015-12-10,2015-12-10,Same Day,Matt Abelman,Home Office,New York City,New York,East,Office Supplies,Paper,184.66,7,0.0,84.9436,2015,0,Fast delivery
4204,2014-10-31,2014-11-02,Second Class,Anne McFarland,Consumer,Cranston,Rhode Island,East,Office Supplies,Art,49.25,5,0.0,18.715,2014,2,Fast delivery
4205,2014-10-31,2014-11-02,Second Class,Anne McFarland,Consumer,Cranston,Rhode Island,East,Office Supplies,Paper,10.16,2,0.0,4.7752,2014,2,Fast delivery
4206,2014-10-31,2014-11-02,Second Class,Anne McFarland,Consumer,Cranston,Rhode Island,East,Furniture,Furnishings,14.76,2,0.0,4.2804,2014,2,Fast delivery
4207,2014-10-31,2014-11-02,Second Class,Anne McFarland,Consumer,Cranston,Rhode Island,East,Office Supplies,Binders,34.08,2,0.0,15.6768,2014,2,Fast delivery
4208,2014-10-31,2014-11-02,Second Class,Anne McFarland,Consumer,Cranston,Rhode Island,East,Furniture,Furnishings,17.67,3,0.0,7.7748,2014,2,Fast delivery
4209,2014-10-31,2014-11-02,Second Class,Anne McFarland,Consumer,Cranston,Rhode Island,East,Furniture,Chairs,1604.9,5,0.0,481.47,2014,2,Fast delivery
4210,2014-10-31,2014-11-02,Second Class,Anne McFarland,Consumer,Cranston,Rhode Island,East,Furniture,Tables,385.686,1,0.3,-60.6078,2014,2,Fast delivery
4211,2017-12-09,2017-12-14,Standard Class,Angele Hood,Consumer,Chicago,Illinois,Central,Office Supplies,Paper,15.984,2,0.2,4.995,2017,5,Standard delivery
4212,2014-05-05,2014-05-09,Second Class,Peter Fuller,Consumer,Richmond,Kentucky,South,Office Supplies,Paper,9.42,3,0.0,4.239,2014,4,Standard delivery
4213,2014-05-05,2014-05-09,Second Class,Peter Fuller,Consumer,Richmond,Kentucky,South,Office Supplies,Art,6.56,2,0.0,1.9024,2014,4,Standard delivery
4214,2014-05-05,2014-05-09,Second Class,Peter Fuller,Consumer,Richmond,Kentucky,South,Office Supplies,Paper,24.56,2,0.0,11.5432,2014,4,Standard delivery
4215,2016-03-04,2016-03-08,Standard Class,Rick Duston,Consumer,Mishawaka,Indiana,Central,Office Supplies,Binders,128.4,3,0.0,64.2,2016,4,Standard delivery
4216,2014-11-30,2014-12-04,Standard Class,Jeremy Lonsdale,Consumer,Mount Vernon,New York,East,Office Supplies,Envelopes,62.28,4,0.0,29.2716,2014,4,Standard delivery
4217,2015-02-18,2015-02-22,Standard Class,Ann Blume,Corporate,Los Angeles,California,West,Office Supplies,Labels,9.24,3,0.0,4.4352,2015,4,Standard delivery
4218,2017-04-01,2017-04-03,First Class,Nick Crebassa,Corporate,San Francisco,California,West,Furniture,Bookcases,482.664,8,0.15,85.176,2017,2,Fast delivery
4219,2017-04-01,2017-04-03,First Class,Nick Crebassa,Corporate,San Francisco,California,West,Technology,Machines,4799.984,2,0.2,359.9988,2017,2,Fast delivery
4220,2017-06-11,2017-06-13,Second Class,Tom Boeckenhauer,Consumer,Seattle,Washington,West,Office Supplies,Paper,37.94,2,0.0,18.2112,2017,2,Fast delivery
4221,2017-06-11,2017-06-13,Second Class,Tom Boeckenhauer,Consumer,Seattle,Washington,West,Office Supplies,Binders,18.288,6,0.2,6.6294,2017,2,Fast delivery
4222,2017-06-11,2017-06-13,Second Class,Tom Boeckenhauer,Consumer,Seattle,Washington,West,Technology,Machines,385.8,5,0.2,130.2075,2017,2,Fast delivery
4223,2017-06-11,2017-06-13,Second Class,Tom Boeckenhauer,Consumer,Seattle,Washington,West,Office Supplies,Storage,102.96,2,0.0,1.0296,2017,2,Fast delivery
4224,2017-06-11,2017-06-13,Second Class,Tom Boeckenhauer,Consumer,Seattle,Washington,West,Furniture,Bookcases,174.42,3,0.0,41.8608,2017,2,Fast delivery
4225,2016-09-30,2016-10-03,First Class,Sarah Jordon,Consumer,Quincy,Illinois,Central,Office Supplies,Binders,1.964,2,0.8,-3.2406,2016,3,Standard delivery
4226,2014-12-13,2014-12-17,Standard Class,Ellis Ballard,Corporate,Chicago,Illinois,Central,Furniture,Furnishings,94.428,3,0.6,-42.4926,2014,4,Standard delivery
4227,2017-11-11,2017-11-16,Standard Class,William Brown,Consumer,Urbandale,Iowa,Central,Office Supplies,Fasteners,45.92,4,0.0,21.5824,2017,5,Standard delivery
4228,2015-01-05,2015-01-10,Standard Class,Steven Roelle,Home Office,Seattle,Washington,West,Furniture,Chairs,61.584,1,0.2,-6.9282,2015,5,Standard delivery
4229,2016-03-24,2016-03-26,First Class,Vivek Grady,Corporate,Richmond,Indiana,Central,Office Supplies,Paper,22.48,1,0.0,10.3408,2016,2,Fast delivery
4230,2017-07-05,2017-07-10,Standard Class,Linda Southworth,Corporate,Dallas,Texas,Central,Furniture,Furnishings,332.028,9,0.6,-348.6294,2017,5,Standard delivery
4231,2017-07-05,2017-07-10,Standard Class,Linda Southworth,Corporate,Dallas,Texas,Central,Office Supplies,Binders,11.394,9,0.8,-17.6607,2017,5,Standard delivery
4232,2017-07-05,2017-07-10,Standard Class,Linda Southworth,Corporate,Dallas,Texas,Central,Office Supplies,Paper,15.552,3,0.2,5.6376,2017,5,Standard delivery
4233,2017-07-05,2017-07-10,Standard Class,Linda Southworth,Corporate,Dallas,Texas,Central,Office Supplies,Paper,31.104,6,0.2,11.2752,2017,5,Standard delivery
4234,2017-07-05,2017-07-10,Standard Class,Linda Southworth,Corporate,Dallas,Texas,Central,Office Supplies,Binders,6.316,1,0.8,-10.4214,2017,5,Standard delivery
4235,2014-09-21,2014-09-24,First Class,Matt Abelman,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Paper,11.352,3,0.2,4.1151,2014,3,Standard delivery
4236,2014-09-21,2014-09-24,First Class,Matt Abelman,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Labels,20.808,9,0.2,7.0227,2014,3,Standard delivery
4237,2016-07-23,2016-07-27,Standard Class,Neil Französisch,Home Office,Rockford,Illinois,Central,Office Supplies,Binders,11.416,4,0.8,-18.8364,2016,4,Standard delivery
4238,2017-08-29,2017-09-03,Second Class,Michael Dominguez,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Art,9.408,7,0.2,0.7056,2017,5,Standard delivery
4239,2017-03-26,2017-03-28,First Class,Maria Zettner,Home Office,Seattle,Washington,West,Office Supplies,Art,19.83,1,0.0,5.949,2017,2,Fast delivery
4240,2017-12-29,2018-01-04,Standard Class,Ken Brennan,Corporate,Grand Rapids,Michigan,Central,Office Supplies,Paper,209.7,2,0.0,100.656,2017,6,Standard delivery
4241,2014-09-20,2014-09-26,Standard Class,Michelle Arnett,Home Office,Los Angeles,California,West,Office Supplies,Appliances,43.92,4,0.0,11.8584,2014,6,Standard delivery
4242,2014-09-20,2014-09-26,Standard Class,Michelle Arnett,Home Office,Los Angeles,California,West,Office Supplies,Binders,20.232,3,0.2,6.5754,2014,6,Standard delivery
4243,2016-04-04,2016-04-05,First Class,Maria Etezadi,Home Office,Springfield,Virginia,South,Technology,Phones,149.97,3,0.0,5.9988,2016,1,Fast delivery
4244,2016-04-04,2016-04-05,First Class,Maria Etezadi,Home Office,Springfield,Virginia,South,Office Supplies,Paper,27.81,3,0.0,13.0707,2016,1,Fast delivery
4245,2014-03-26,2014-03-30,Standard Class,Jonathan Doherty,Corporate,Los Angeles,California,West,Technology,Accessories,66.3,3,0.0,8.619,2014,4,Standard delivery
4246,2017-11-28,2017-12-04,Standard Class,Lindsay Shagiari,Home Office,Baltimore,Maryland,East,Office Supplies,Art,1.64,1,0.0,0.738,2017,6,Standard delivery
4247,2017-11-28,2017-12-04,Standard Class,Lindsay Shagiari,Home Office,Baltimore,Maryland,East,Furniture,Furnishings,1049.2,5,0.0,272.792,2017,6,Standard delivery
4248,2017-11-28,2017-12-04,Standard Class,Lindsay Shagiari,Home Office,Baltimore,Maryland,East,Furniture,Furnishings,20.9,5,0.0,7.524,2017,6,Standard delivery
4249,2016-12-01,2016-12-05,Second Class,Shirley Jackson,Consumer,Fairfield,Connecticut,East,Office Supplies,Binders,88.08,6,0.0,40.5168,2016,4,Standard delivery
4250,2016-12-01,2016-12-05,Second Class,Shirley Jackson,Consumer,Fairfield,Connecticut,East,Furniture,Chairs,751.92,4,0.0,150.384,2016,4,Standard delivery
4251,2014-09-19,2014-09-19,Same Day,Bill Shonely,Corporate,New York City,New York,East,Furniture,Chairs,887.103,7,0.1,177.4206,2014,0,Fast delivery
